M10.ZZZ.1,2017-01-31,v2.0,,0.1944
M10.ZZZ.2,2017-01-31,v2.0,,0.7962
M10.ZZZ.3,2017-01-31,v2.0,,0.0094
M10.ZZZ.4,2017-01-31,v2.0,googlepdns,0.1632
M10.ZZZ.4,2017-01-31,v2.0,opendns,0.0063
M10.ZZZ.4,2017-01-31,v2.0,cloudflare,0.0167
M10.ZZZ.4,2017-01-31,v2.0,dnspai,0.0012
M10.ZZZ.4,2017-01-31,v2.0,onedns,0.0005
M10.ZZZ.4,2017-01-31,v2.0,114dns,0.0005
M10.ZZZ.4,2017-01-31,v2.0,neustar,0.0003
M10.ZZZ.4,2017-01-31,v2.0,level3,0.0033
M10.ZZZ.4,2017-01-31,v2.0,quad9,0.0006
M10.ZZZ.4,2017-01-31,v2.0,he,0.0001
M10.ZZZ.4,2017-01-31,v2.0,dyn,0.0001
M10.ZZZ.4,2017-01-31,v2.0,greenteamdns,0.0012
M10.ZZZ.4,2017-01-31,v2.0,safedns,0.0001
M10.ZZZ.5,2017-01-31,v2.0,,458305889
M10.XAP.1,2023-06-30,v2.0,,0.1026
M10.XAP.2,2023-06-30,v2.0,,0.8795
M10.XAP.3,2023-06-30,v2.0,,0.0179
M10.XAP.4,2023-06-30,v2.0,cloudflare,0.0070
M10.XAP.4,2023-06-30,v2.0,googlepdns,0.0813
M10.XAP.4,2023-06-30,v2.0,level3,0.0010
M10.XAP.4,2023-06-30,v2.0,opendns,0.0038
M10.XAP.4,2023-06-30,v2.0,quad9,0.0005
M10.XAP.4,2023-06-30,v2.0,dnspai,0.0011
M10.XAP.4,2023-06-30,v2.0,onedns,0.0050
M10.XAP.4,2023-06-30,v2.0,114dns,0.0022
M10.XAP.4,2023-06-30,v2.0,greenteamdns,0.0006
M10.XAP.5,2023-06-30,v2.0,,363977986
M10.XEU.1,2023-06-30,v2.0,,0.0752
M10.XEU.2,2023-06-30,v2.0,,0.9093
M10.XEU.3,2023-06-30,v2.0,,0.0156
M10.XEU.4,2023-06-30,v2.0,cloudflare,0.0074
M10.XEU.4,2023-06-30,v2.0,googlepdns,0.0605
M10.XEU.4,2023-06-30,v2.0,level3,0.0006
M10.XEU.4,2023-06-30,v2.0,opendns,0.0061
M10.XEU.4,2023-06-30,v2.0,quad9,0.0005
M10.XEU.5,2023-06-30,v2.0,,85606888
M10.JP.1,2017-01-31,v2.0,,0.0758
M10.JP.2,2017-01-31,v2.0,,0.9112
M10.JP.3,2017-01-31,v2.0,,0.0130
M10.JP.4,2017-01-31,v2.0,googlepdns,0.0602
M10.JP.4,2017-01-31,v2.0,opendns,0.0022
M10.JP.4,2017-01-31,v2.0,cloudflare,0.0093
M10.JP.4,2017-01-31,v2.0,dnspai,0.0007
M10.JP.4,2017-01-31,v2.0,onedns,0.0007
M10.JP.4,2017-01-31,v2.0,114dns,0.0006
M10.JP.4,2017-01-31,v2.0,neustar,0.0002
M10.JP.4,2017-01-31,v2.0,level3,0.0017
M10.JP.4,2017-01-31,v2.0,quad101,0.0001
M10.JP.4,2017-01-31,v2.0,quad9,0.0002
M10.JP.5,2017-01-31,v2.0,,1769193
M10.IN.1,2017-01-31,v2.0,,0.1389
M10.IN.2,2017-01-31,v2.0,,0.8601
M10.IN.3,2017-01-31,v2.0,,0.0010
M10.IN.4,2017-01-31,v2.0,googlepdns,0.1346
M10.IN.4,2017-01-31,v2.0,level3,0.0009
M10.IN.4,2017-01-31,v2.0,cloudflare,0.0019
M10.IN.4,2017-01-31,v2.0,quad9,0.0001
M10.IN.4,2017-01-31,v2.0,opendns,0.0014
M10.IN.5,2017-01-31,v2.0,,77833770
M10.MY.1,2017-01-31,v2.0,,0.1092
M10.MY.2,2017-01-31,v2.0,,0.8894
M10.MY.3,2017-01-31,v2.0,,0.0014
M10.MY.4,2017-01-31,v2.0,cloudflare,0.0035
M10.MY.4,2017-01-31,v2.0,googlepdns,0.1030
M10.MY.4,2017-01-31,v2.0,level3,0.0001
M10.MY.4,2017-01-31,v2.0,opendns,0.0024
M10.MY.4,2017-01-31,v2.0,quad9,0.0001
M10.MY.5,2017-01-31,v2.0,,5286581
M10.KR.1,2017-01-31,v2.0,,0.0365
M10.KR.2,2017-01-31,v2.0,,0.9614
M10.KR.3,2017-01-31,v2.0,,0.0021
M10.KR.4,2017-01-31,v2.0,cloudflare,0.0149
M10.KR.4,2017-01-31,v2.0,googlepdns,0.0205
M10.KR.4,2017-01-31,v2.0,opendns,0.0007
M10.KR.4,2017-01-31,v2.0,114dns,0.0001
M10.KR.4,2017-01-31,v2.0,level3,0.0002
M10.KR.4,2017-01-31,v2.0,onedns,0.0001
M10.KR.5,2017-01-31,v2.0,,8833874
M10.BD.1,2017-01-31,v2.0,,0.3575
M10.BD.2,2017-01-31,v2.0,,0.6377
M10.BD.3,2017-01-31,v2.0,,0.0048
M10.BD.4,2017-01-31,v2.0,cloudflare,0.0389
M10.BD.4,2017-01-31,v2.0,googlepdns,0.3095
M10.BD.4,2017-01-31,v2.0,level3,0.0051
M10.BD.4,2017-01-31,v2.0,neustar,0.0001
M10.BD.4,2017-01-31,v2.0,opendns,0.0027
M10.BD.4,2017-01-31,v2.0,quad9,0.0011
M10.BD.5,2017-01-31,v2.0,,20073183
M10.BN.1,2017-01-31,v2.0,,0.6691
M10.BN.2,2017-01-31,v2.0,,0.3300
M10.BN.3,2017-01-31,v2.0,,0.0009
M10.BN.4,2017-01-31,v2.0,cloudflare,0.0047
M10.BN.4,2017-01-31,v2.0,googlepdns,0.6633
M10.BN.4,2017-01-31,v2.0,opendns,0.0009
M10.BN.4,2017-01-31,v2.0,level3,0.0001
M10.BN.4,2017-01-31,v2.0,quad9,0.0001
M10.BN.5,2017-01-31,v2.0,,237094
M10.HK.1,2017-01-31,v2.0,,0.2055
M10.HK.2,2017-01-31,v2.0,,0.7337
M10.HK.3,2017-01-31,v2.0,,0.0607
M10.HK.4,2017-01-31,v2.0,cloudflare,0.0271
M10.HK.4,2017-01-31,v2.0,googlepdns,0.1607
M10.HK.4,2017-01-31,v2.0,dnspai,0.0033
M10.HK.4,2017-01-31,v2.0,opendns,0.0058
M10.HK.4,2017-01-31,v2.0,quad9,0.0012
M10.HK.4,2017-01-31,v2.0,dnspod,0.0015
M10.HK.4,2017-01-31,v2.0,onedns,0.0022
M10.HK.4,2017-01-31,v2.0,114dns,0.0026
M10.HK.4,2017-01-31,v2.0,level3,0.0005
M10.HK.4,2017-01-31,v2.0,cnnic,0.0003
M10.HK.4,2017-01-31,v2.0,neustar,0.0002
M10.HK.5,2017-01-31,v2.0,,1722369
M10.PH.1,2017-01-31,v2.0,,0.2101
M10.PH.2,2017-01-31,v2.0,,0.7880
M10.PH.3,2017-01-31,v2.0,,0.0020
M10.PH.4,2017-01-31,v2.0,cloudflare,0.0179
M10.PH.4,2017-01-31,v2.0,googlepdns,0.1876
M10.PH.4,2017-01-31,v2.0,neustar,0.0003
M10.PH.4,2017-01-31,v2.0,opendns,0.0030
M10.PH.4,2017-01-31,v2.0,quad9,0.0005
M10.PH.4,2017-01-31,v2.0,level3,0.0006
M10.PH.5,2017-01-31,v2.0,,17557766
M10.AU.1,2017-01-31,v2.0,,0.0629
M10.AU.2,2017-01-31,v2.0,,0.9182
M10.AU.3,2017-01-31,v2.0,,0.0189
M10.AU.4,2017-01-31,v2.0,cloudflare,0.0124
M10.AU.4,2017-01-31,v2.0,googlepdns,0.0456
M10.AU.4,2017-01-31,v2.0,quad9,0.0003
M10.AU.4,2017-01-31,v2.0,opendns,0.0042
M10.AU.4,2017-01-31,v2.0,114dns,0.0001
